Date,polarity_score,sentiment_score
2018-06-29,0.0,0.0
2018-06-30,0.0,0.0
2018-07-01,0.0,0.0
2018-07-02,0.4,1.0
2018-07-03,0.0,0.0
2018-07-04,0.0,0.0
2018-07-05,0.1,1.0
2018-07-06,0.0515625,1.0
2018-07-07,0.020833333333333332,1.0
2018-07-08,0.0,0.0
2018-07-09,0.0875,1.0
2018-07-10,0.08095238095238096,1.0
2018-07-11,0.0,0.0
2018-07-12,0.33099999999999996,1.0
2018-07-13,0.26904761904761904,1.0
2018-07-14,0.0,0.0
2018-07-15,0.0,0.0
2018-07-18,0.0,0.0
2018-07-20,0.017045454545454544,1.0
2018-07-21,0.0,0.0
2018-07-22,0.375,1.0
2018-07-23,0.16,1.0
2018-07-24,0.0,0.0
2018-07-25,0.0,0.0
2018-07-26,0.38958333333333334,1.0
2018-07-27,0.0,0.0
2018-07-28,0.025,1.0
